business_id,name,categories,avg_stars
D1BrHyiZON7u_ef-qt4_Uw,Yagyu Yakiniku,"['Steakhouses', 'Japanese', 'Korean', 'Barbeque', 'Restaurants', 'Seafood']",3.5
1ZHBhMwi9rdXJ92QPHrWLw,Dragon Buffet,"['Restaurants', 'Buffets', 'Chinese']",1.5
Zf79K5QvjpT26M9OMt55sw,Festival Buffet,"['Restaurants', 'Buffets']",2.5
BYp4NUxpwXCsTAoEmksLxA,Cornerstone,"['Restaurants', 'Steakhouses', 'American (Traditional)']",3.5
HAjZ4ZJrJqtVVyilMYQZzQ,Thai Place,"['Thai', 'Restaurants']",3.5
YcBwAXYRqitWrDuvPEaWew,Peking-Express Restaurant,"['Chinese', 'Restaurants']",3.0
5xdKUuu4DbJ71KGbwRXfFg,Ramen KoBo,"['Japanese', 'Noodles', 'Ramen', 'Restaurants']",4.0
4E309lwPu65lXyaeuLRETQ,Boomer's Bar,"['Restaurants', 'Music Venues', 'Dive Bars', 'Arts & Entertainment', 'Nightlife', 'American (Traditional)', 'Bars']",3.5
OlWWHMKPSroPqnLd1I5ujg,Denny's,"['Breakfast & Brunch', 'Diners', 'American (Traditional)', 'Restaurants']",2.5
kOo4ZY2UQAX4j312mzQ8mA,Taco Naco,"['Food', 'Mexican', 'Restaurants', 'Food Stands', 'Event Planning & Services', 'Street Vendors', 'Food Trucks', 'Caterers']",5.0
EcsUxHW1keLUl5w-3ZEbAw,Dickey's Barbecue Pit,"['Restaurants', 'Barbeque']",3.5
9pAjLSoHs95m5D3nP3nY5Q,Subway,"['Restaurants', 'Fast Food', 'Sandwiches']",2.5
V3G5Jxs02jjS_CDLvv-rWg,Carl's Jr.,"['Restaurants', 'Fast Food']",3.5
DO3FefiMYiPYsEl6O8W2dw,The Las Vegas Grille,"['Restaurants', 'Chicken Wings', 'Barbeque']",4.5
LQg6wHIu5SGsWI0U5siclw,Shake Shack,"['Fast Food', 'Food', 'Ice Cream & Frozen Yogurt', 'Burgers', 'Restaurants']",4.5
J0PP9Yfzzw4-WyiZQ0JTwA,Arepa Xpress,"['Restaurants', 'Food Stands', 'Food', 'Street Vendors', 'Latin American', 'Colombian']",5.0
ibFdignja_hNpgCjDYP7Ug,Wahoo's Fish Tacos,"['Mexican', 'Seafood', 'Gluten-Free', 'Restaurants']",3.5
L6kFtq-C4dJJZJGk5Q8vRw,New York Bagel Bakery,"['Bagels', 'Restaurants', 'Sandwiches', 'Coffee & Tea', 'Food']",3.0
ivXSATui5znHvRuVExj3vw,Subway,"['Fast Food', 'Restaurants', 'Sandwiches']",2.5
FHcYehsC09G-0HPo2-yj-Q,Royal Kabob Restaurant,"['Restaurants', 'Afghan']",2.5
mwE5uNVkxCXvEuVa1KQ_3g,Distill - A Local Bar,"['Bars', 'American (New)', 'Restaurants', 'Beer', 'Wine & Spirits', 'Nightlife', 'Food']",4.0
PB7Fc2yCSjrELsrBJWKCSA,Island Breeze,"['Hawaiian', 'Restaurants', 'Food Stands']",4.0
QmVF3KJ07PsdroCFwOC_Ow,Chao Thai Restaurant,"['Restaurants', 'Thai', 'Food Delivery Services', 'Food']",4.0
zU9w_xRlQSRIYXxGo-HSOA,Carnegie,"['American (New)', 'Restaurants', 'American (Traditional)', 'Sandwiches', 'Delis']",3.0
499ugPqwBhr-EQYnCuFC0A,Thai Noodles Cafe,"['Restaurants', 'Thai', 'Food']",4.0
rJPIzQ_vfrNtZ5duPoksyg,Asian One Noodle Soup & Grill,"['Vietnamese', 'Desserts', 'Noodles', 'Soup', 'Restaurants', 'Food', 'Food Court']",2.5
VrGI7_nRjXpn0415S3coGQ,Thai Style Noodle House,"['Restaurants', 'Thai', 'Vegetarian', 'Noodles']",4.0
0odAupWjDV8gwhaLqyh1-A,Chipotle Mexican Grill,"['Mexican', 'Vegetarian', 'Fast Food', 'Salad', 'Restaurants']",2.5
f5sSn5cO4t6mF_mdnzKkyA,Baja Fresh Mexican Grill,"['Mexican', 'Restaurants']",2.5
9gXhs9peDtrjWGdUlytYog,Quickee Burgers,"['Burgers', 'Restaurants', 'Food', 'Local Flavor']",2.5
4ugJ4F8jDJ9-2dEiZ47wLg,Hachi,"['Sushi Bars', 'Japanese', 'Restaurants']",4.0
IIN-zsEasYKm5gd_OClSYg,A&W All-American Food,"['Restaurants', 'American (Traditional)']",3.5
eWYpJIv1xDaNAmRTT_WjeQ,T.G.I. Friday's,"['Restaurants', 'American (Traditional)']",3.5
S_PEroRv40j1In11gNH2LQ,Five Guys,"['Fast Food', 'Burgers', 'Restaurants']",4.0
nhjYGdlR5Yw5-uOQqCVF8A,Wendy's,"['Burgers', 'Hot Dogs', 'Fast Food', 'Restaurants']",1.5
w0ArxcJ0XsyK1ZwrIf3gpA,Four Sevens Sports Bar & Restaurant,"['Nightlife', 'Chinese', 'Restaurants', 'Bars', 'Sports Bars']",4.0
XeDLyY2a7nZ3IEY4RYslXA,Chicago Brewing Company,"['Food', 'Restaurants', 'American (New)', 'Breweries']",3.5
rhYZCUiywRknWKieJ75zug,Mad Matty's Bar & Grille,"['American (New)', 'Restaurants', 'Nightlife', 'Bars']",3.5
3h5jLa-kbHg0cL7v9En0Lg,Firelight Buffet,"['Buffets', 'Restaurants']",3.0
GtHu9uGXpn7Jg_Z7vFKZKw,Meatball Spot,"['Italian', 'Restaurants', 'American (New)']",3.5
EqisTm5p7M27J4NUY5XG_w,Potato Corner,"['Chicken Wings', 'Restaurants', 'Specialty Food', 'Food', 'Fast Food']",3.0
SMwXru_Ga-oFyNbA6YVuSQ,Health Binge,"['Wraps', 'Mexican', 'Tacos', 'Juice Bars & Smoothies', 'Vegetarian', 'Vegan', 'Active Life', 'Gluten-Free', 'Restaurants', 'American (New)', 'Food']",4.0
WZkBbxwAR2fZWVIo8zKtnw,Aristocrat BBQ & Noodle House,"['Restaurants', 'Filipino', 'Barbeque']",3.0
w4yq1IRk0DHQE995giqjGg,Olive Garden Italian Restaurant,"['Italian', 'Salad', 'Restaurants', 'Bars', 'Nightlife', 'Wine Bars']",3.5
u-67zd1ImTv3EEr5kIdWrA,House of Blues - Music Venue,"['Cajun/Creole', 'Arts & Entertainment', 'American (New)', 'Hotels & Travel', 'Hotels', 'Nightlife', 'Musicians', 'Performing Arts', 'Bars', 'Restaurants', 'Event Planning & Services', 'Music Venues', 'Venues & Event Spaces']",3.5
pr8Mha_nXhkONtwmj9ka4g,El Burrito Mexican Restaurant,"['Mexican', 'Restaurants']",3.5
svdEhLmNmpVaIv1WLtoOvQ,Tacos & Beer,"['Restaurants', 'Cocktail Bars', 'Latin American', 'Mexican', 'Nightlife', 'Bars', 'Tapas/Small Plates']",4.0
VNr74A2-5_oqPN7bObPHuw,Paradise Café,"['American (Traditional)', 'Restaurants']",2.0
U4ncU-YfIipnTetJDZLGlw,Gogo Poke LV,"['Hawaiian', 'Restaurants', 'Food', 'Japanese', 'Poke']",4.5
KRaxPApQv43oX6Dcv3jKQA,Beach Café,"['American (Traditional)', 'Restaurants']",3.0
09a8Mrd3STr4AxokKgbZHA,Sushi Avenue 2,"['Restaurants', 'Sushi Bars']",4.0
0xdpv5CPpbUUch7JKBG98Q,Sirio Ristorante,"['Restaurants', 'Italian', 'American (New)']",3.5
71bwX-tbmq4su8H7Q9oLOQ,PT's,"['American (New)', 'Pubs', 'American (Traditional)', 'Gastropubs', 'Sports Bars', 'Nightlife', 'Restaurants', 'Bars']",3.5
jlpseJr1CS8aCMieENkQ8g,Einstein Bros,"['Bagels', 'Breakfast & Brunch', 'Food', 'Restaurants', 'Delis']",3.0
L-zHt7gZITG1z8l7TZ4dUg,Sugar & Ice,"['Ice Cream & Frozen Yogurt', 'Food', 'Sandwiches', 'Restaurants']",3.5
F0QPkgrcXx1xBxXT7Htuhg,Bally's Steakhouse,"['Restaurants', 'Steakhouses']",3.5
zcScEL0WEdFkROcnz5379g,The Boiling Crab,"['Seafood', 'Restaurants', 'Cajun/Creole']",4.0
dlNMXG9-BWsPGom0_lCCNQ,Perú Chicken,"['Chicken Wings', 'Peruvian', 'Latin American', 'Restaurants']",4.5
ErzHs0c5EKwLD_YM2ZjsGQ,Panda Express,"['Chinese', 'Fast Food', 'Restaurants']",2.0
8lZtLSeJVg28Gb75iklmmQ,East Side Pizza,"['Caterers', 'Restaurants', 'Event Planning & Services', 'Pizza', 'Sandwiches', 'Italian']",3.0
OIrYGca3yQdxEZQR2yhj3w,Hungry Howie's Pizza,"['Pizza', 'Restaurants']",3.5
9XelmxS5q9tv7uClvjGqMg,Seafood City Supermarket,"['Seafood Markets', 'Grocery', 'Food', 'Filipino', 'Ethnic Food', 'Restaurants', 'Specialty Food']",3.5
XGCyy-JNA-nwO3T0lPth9w,Ricos Tacos,"['Restaurants', 'Food Stands', 'Mexican']",3.5
qov0ZyFFLCIKM-9ewBqPjw,Rush Hour Tavern,"['Bars', 'Restaurants', 'American (Traditional)', 'Nightlife']",4.0
EnCIojgP5KTr1leaysFE3A,Viva Las Arepas,"['Restaurants', 'Venezuelan', 'Food Stands', 'Latin American']",4.5
7RidnmyYyH0cfcX2x7buag,Siena Bistro,"['Tuscan', 'Restaurants', 'Bistros', 'American (New)', 'Desserts', 'Active Life', 'Italian', 'Golf', 'Food']",4.0
Tv19MQrLgdsvSG0myMYZBw,Hiromaru Fusion Ramen,"['Japanese', 'Restaurants', 'Asian Fusion']",3.5
iSvYimxtJTiyXX1QCQr0Xw,Vitality Bowls,"['Coffee & Tea', 'Juice Bars & Smoothies', 'Food', 'Restaurants', 'Bangladeshi', 'Health Markets', 'Specialty Food', 'Acai Bowls', 'Cafes']",4.5
7NTq15OzsVcDuceKuusvBw,Joe's Crab Shack,"['Restaurants', 'Seafood']",3.0
loSgYD9dHOsjjm7QCly5qw,KGB: Kerry's Gourmet Burgers,"['Restaurants', 'Burgers']",3.5
keBXqRRumQA-A5m4K7Zq5w,Lulu's On The Move,"['Sandwiches', 'Restaurants', 'Food Stands', 'Food', 'Desserts', 'Breakfast & Brunch']",4.5
mlXQFMNrCFgnOjQhylD9yw,Pizza Hut,"['Pasta Shops', 'Specialty Food', 'Restaurants', 'Pizza', 'Chicken Wings', 'Food', 'Italian']",2.5
OVTY-NpcTA7iXbMQmusv3A,BJ's Restaurant & Brewhouse,"['Food', 'Beer', 'Wine & Spirits', 'Pizza', 'Restaurants', 'Breweries', 'American (New)']",4.0
O5Z9pd-aqjp6A1K6w0dXSw,C R Buns,"['American (Traditional)', 'Restaurants']",2.5
etzDsNjkCyQBoJcU2a3U-g,Denny's,"['Breakfast & Brunch', 'American (Traditional)', 'Restaurants', 'Diners']",3.5
5tTKSogU3fWO7TlnYrffbA,Wienerschnitzel,"['Restaurants', 'Fast Food', 'Hot Dogs', 'Sandwiches']",3.5
5VXlHFrYZZzj7zfZEsz5nQ,Dragon Noodle Co.,"['Chinese', 'Restaurants']",3.0
d0N5HcdMCeXcX81hcRVUFw,McDonald's,"['Burgers', 'Fast Food', 'Restaurants']",2.5
6u_6RV0qDaTQyYqZTzl3XA,Wingstop,"['Chicken Wings', 'Restaurants', 'Fast Food']",3.5
HV2vPReKp0n0E6zgjsu4Mg,Garnachas Mexican Street Food,"['Beer', 'Wine & Spirits', 'Mexican', 'Restaurants', 'Food']",4.5
8RGoNUEC4QGbpF4af7CDdQ,Little Caesar's,"['Fast Food', 'Restaurants', 'Pizza']",3.5
WhYep5bRqXpaejOTH6ukbw,Subwich Alley,"['Chicken Wings', 'Restaurants', 'Sandwiches', 'Burgers']",5.0
Fq6tvdwtKV7Kk3_33oONQQ,Chapala's Mexican Restaurant,"['Restaurants', 'Mexican']",3.0
jnroKk9qi0FR2bFSkxYZNg,Booming Pot Noodles,"['Chinese', 'Restaurants', 'Taiwanese', 'Soup']",4.0
_-3aZXuecjOSjramI1IBkA,Fountain Grille Restaurant,"['Breakfast & Brunch', 'Restaurants', 'American (Traditional)', 'American (New)']",3.5
prPOsr3aS9IStGdBil9l5A,Prima Pizza & Cafe,"['Chicken Wings', 'Pizza', 'Restaurants']",3.5
99KYZZWzN2VH5L_w1GjaYw,Chili's Grill & Bar,"['Tex-Mex', 'Restaurants', 'American (Traditional)']",4.0
IDex-hVAfYnVMNF8l0t_ag,Don Tortaco's,"['Fast Food', 'Restaurants', 'Mexican']",3.5
Whe-J05k_0ZZbMG5LJrKSg,Fuji San,"['Japanese', 'Restaurants', 'Sushi Bars']",4.0
URQQqvHvktnVJCMRE2S5Tg,Jimmy John's,"['Sandwiches', 'Restaurants']",3.0
8yjGIa9pv2AWaWqxlt4DDA,Cana Latin Kitchen & Bar,"['Tapas/Small Plates', 'Restaurants', 'Latin American']",3.5
SYIVQISajxm2J9lAnMp1RA,Redstone Grill,"['Bars', 'Sandwiches', 'Seafood', 'Steakhouses', 'Nightlife', 'Restaurants']",4.0
MCenmA0zc9gNR1Cwyh4f1A,Cleo's Team Dining room,"['Restaurants', 'American (Traditional)']",3.0
R0ukZ5FgY_2Pn96Go5mftA,Johnny Rockets,"['Diners', 'American (Traditional)', 'Restaurants', 'Sandwiches', 'Burgers']",3.0
Xensz-o7iwV1jDhYCP8SBw,Caribe Café,"['Restaurants', 'American (New)']",2.5
Fb7QbeQVasGej9GPIL2koA,Jade At the Palazzo,"['Restaurants', 'Chinese', 'Dim Sum']",3.0
mGkVxLpndvodT92iRvbLyQ,Social Bistro & Wine Bar,"['Restaurants', 'Bars', 'Nightlife', 'American (New)', 'Pizza', 'Wine Bars']",3.5
vX-FwyJ7eINXn_Gn6CqMFg,Little Hong Kong,"['Chinese', 'Filipino', 'Restaurants']",3.0
ZuNJelvkJD4wsXNBRg6t5w,Asian Wok,"['Asian Fusion', 'Chinese', 'Thai', 'Restaurants']",4.0
Cv6U-7HrrkKuh-_ec7EktQ,The Taco Spot,"['Restaurants', 'Mexican']",3.0
Edc4OQns2A4lqs1KT3HE-A,Papa John's Pizza,"['Pizza', 'Restaurants']",2.0
_paJE9yQfSvo25BKBQrKZA,El Pollo Loco,"['Fast Food', 'Mexican', 'Restaurants']",3.0
7yntwIUh2ZEkWGe9Zth7tw,Port of Subs,"['Restaurants', 'Food', 'Do-It-Yourself Food', 'Delis', 'Sandwiches']",3.5
SQ8Tkavc4TJj-2kanEDzLg,Red Rock Pizza,"['Italian', 'Pizza', 'Chicken Wings', 'Restaurants']",4.0
XiVHxG2nUSp_bn4dBbs4Cg,Sushi House Manda,"['Japanese', 'Restaurants']",5.0
LlCbRAZfVkyqL21yKSyd4w,Village Pub & Poker,"['Arts & Entertainment', 'Casinos', 'Bars', 'Breweries', 'Food', 'Restaurants', 'Nightlife', 'Pubs']",3.5
gaV_IfrK2X2Lc_BNSobKOQ,Subway,"['Fast Food', 'Sandwiches', 'Restaurants']",2.0
XdhJ7PjfMjBmZwvKikWlkA,Seattle Dan's Pizza,"['Restaurants', 'Pizza']",3.5
0rk2_lmbfpiYXGBFmyxx9Q,Centro America Restaurant,"['Latin American', 'Restaurants']",3.5
IeXVSmtOx0-kntCM_ZX0Zw,Chia Vera Health Bar,"['Health Markets', 'Burgers', 'Food', 'Restaurants', 'Specialty Food', 'Salad']",4.5
NcrasPRJ3xm0K7JPxLFBGA,Tropical Smoothie Cafe,"['Restaurants', 'Food', 'American (New)', 'Breakfast & Brunch', 'Juice Bars & Smoothies']",2.0
pybIuTluqRhH_BQ3CJHlLw,Pin Kaow Thai,"['Restaurants', 'Thai']",3.5
qKn9nynsVYIST8rf6tEFRQ,Corner Thai Kitchen,"['Thai', 'Restaurants', 'Salad']",4.0
IkMwuS3eViVHK09npuG1jQ,El Pollo Loco,"['Mexican', 'Restaurants', 'Fast Food']",2.0
Vs7gc9EE3k9wARuUcN9piA,Pan Asian,"['Japanese', 'Thai', 'Restaurants', 'Chinese']",4.5
Z4TFS7pnp1p2zExT-uq9AA,Wienerschnitzel,"['American (New)', 'Hot Dogs', 'Fast Food', 'Sandwiches', 'Restaurants']",3.0
yvqcZrHixuf_oIUW83xUcQ,Macayo's Mexican Restaurant,"['Mexican', 'Restaurants']",3.0
PRBSiB7ytkLKHVZoBYPxpQ,Kusina Ni Lorraine,"['Buffets', 'Restaurants', 'Filipino']",3.5
2weQS-RnoOBhb1KsHKyoSQ,The Buffet,"['Buffets', 'Restaurants']",3.5
xfWdUmrz2ha3rcigyITV0g,Gordon Ramsay Burger,"['Restaurants', 'American (Traditional)', 'Burgers']",3.5
zDZGCsPaiDqbLiE3_blJBw,International Eatery,"['Chinese', 'Italian', 'Mexican', 'Restaurants']",2.5
Nv8p5Hpf3dfAPx14yoRaBA,Nosh,"['Bakeries', 'Sandwiches', 'Food', 'Bagels', 'Restaurants']",3.5
4X0KWUPcD2EkHN83aa4cXg,Blondies Sports Bar & Grill,"['Restaurants', 'Sports Bars', 'Bars', 'American (Traditional)', 'Nightlife']",2.5
irzQzlXJPhny2QtMa-94-Q,Straight From Philly Steakout,"['Restaurants', 'Cheesesteaks']",4.5
UVqqsfogFwG_llByAzUQQg,Portion Control,"['Specialty Food', 'Restaurants', 'Health Markets', 'Food', 'Juice Bars & Smoothies', 'Food Delivery Services', 'American (Traditional)']",4.0
sHFGkdx1ARhPT0efU70urA,Don Beto Restaurant,"['Peruvian', 'Restaurants']",3.5
7usumJrTK_qs2GbSd8zIvg,Wake Up Coffee Cafe,"['Cafes', 'Food', 'Breakfast & Brunch', 'Hot Dogs', 'Coffee & Tea', 'Restaurants']",4.0
aS1qJzTGyluRT2tJ09Jbaw,Magal BBQ,"['Steakhouses', 'Restaurants', 'Korean', 'Barbeque']",4.5
LRpFWbovjUShlvCKQOS-Ng,Yui Edomae Sushi,"['Sushi Bars', 'Japanese', 'Restaurants']",4.5
RhV7sraRUB3km-gF-tmDow,Roberto's Taco Shop,"['Restaurants', 'Mexican', 'Fast Food']",3.0
6Ege_N9uJ-rtKIs1TNA8aQ,Jack in the Box,"['Fast Food', 'Restaurants']",2.5
pYu6GDIfdK1RfwgUKeeDYg,Capriotti's Sandwich Shop,"['Restaurants', 'Sandwiches']",3.5
fcUZ0HlaO1bMW26tzQZVOQ,McDonald's,"['Fast Food', 'Burgers', 'American (Traditional)', 'Restaurants']",2.5
PbNKg8t_VNKzxPKydtkFDg,Checker's,"['Restaurants', 'Sandwiches', 'Burgers', 'Fast Food']",2.5
w5ecDANc8JSPntIWtJBdwg,Putter's Bar & Grill,"['Food', 'American (Traditional)', 'Bars', 'Sports Bars', 'Breakfast & Brunch', 'Restaurants', 'Nightlife']",4.0
YYRP-b61hjDljhWBfmUlDg,KFC,"['Chicken Wings', 'Fast Food', 'Restaurants']",2.0
wx_46jwjuX885DnQWyBCyg,The Park Restaurant & Bar,"['Nightlife', 'Bars', 'American (New)', 'Restaurants']",4.0
2hyciWHsqnbqdEkUvO3KuQ,Little Crown & Anchor Pub,"['Nightlife', 'Bars', 'British', 'Pubs', 'Restaurants']",3.5
m01nlmGzbS0TBB8NZxp3Yg,Magoo's,"['Restaurants', 'Bars', 'American (Traditional)', 'Nightlife']",4.0
7NvIgf7XW55OKa5ZU7gw8Q,Arandas Taqueria,"['Mexican', 'Restaurants']",4.0
94GL9JkTuhSqSZ94RS5Dkw,Russell's Restaurant,"['Latin American', 'French', 'Restaurants', 'American (Traditional)']",4.5
IR8AucYNTmHPxkENK9q_nw,Nha Trang Restaurant,"['Vietnamese', 'Restaurants']",4.0
lAADTWyB91S2Ch0iWqbh1w,Long John Silver's,"['Fast Food', 'Seafood', 'Restaurants']",1.5
qtc1YZix_5lHBJTZq7DOpA,Zeffirino,"['Food', 'Restaurants', 'Italian', 'Beer Bar', 'Beer', 'Wine & Spirits', 'Nightlife', 'Bars', 'Seafood']",3.5
8hAGLM_ZQa4CFhzvVcLczQ,Salt 'N Pepper Southern Comfort Bar and Grill,"['American (Traditional)', 'Barbeque', 'Nightlife', 'Comfort Food', 'Southern', 'American (New)', 'Restaurants', 'Bars']",2.5
ye62ltisuIosDq5F_6V25w,New China Buffet,"['Chinese', 'Buffets', 'Restaurants']",1.5
8f5JVaK2mZCu9lct23dhtQ,Chuck E. Cheese's,"['Event Planning & Services', 'Arcades', 'Restaurants', 'Pizza', 'Arts & Entertainment', 'Party & Event Planning']",2.5
lmxA0dJM0XsPCIHPXhEQ-g,Sake Rok,"['Bars', 'Sushi Bars', 'Nightlife', 'Japanese', 'Asian Fusion', 'Restaurants']",4.0
v0fAQRGaDUls8pOh5i6M4A,Mansion Dining Room,"['Restaurants', 'Diners']",4.5
Y0T8dk93Fl_4k_BXQPVWdw,Panda Express,"['Chinese', 'Restaurants', 'Fast Food']",2.5
8NQNJZgL5bshPkGzQ76SDQ,Ray's Asian Cuisine and House of Ramen,"['Restaurants', 'Ramen', 'Japanese']",4.0
5uvX6yqie9DpHR7UAiQZtw,McDonald's,"['Fast Food', 'Burgers', 'Restaurants']",3.0
ZsKWULhwwB61RHzCrb1i9A,Blue Burrito Grille,"['Mexican', 'Restaurants']",2.5
r4KXghbUeo7mugAzinG9bA,Mashisoyo,"['Korean', 'Restaurants', 'Food', 'Soup', 'Desserts']",4.0
RpNJRmL8qcWQgIyvt-DDSg,Pizza Hut,"['Restaurants', 'Pizza', 'Chicken Wings']",3.5
jBAxyzIJ22B4jSseTDKuEg,Inos Rice,"['Ethnic Food', 'Specialty Food', 'Puerto Rican', 'Grocery', 'Restaurants', 'Caribbean', 'Caterers', 'Food', 'Food Delivery Services', 'Event Planning & Services']",5.0
vbVJzKDhHlhMnKRpES5QzQ,Chengdu Taste,"['Restaurants', 'Szechuan', 'Chinese']",4.0
DkZuVzYuylBanEsWK7mNGw,Yummy Grill & Sushi,"['Seafood', 'Japanese', 'Sushi Bars', 'Restaurants']",4.5
4Pl-ziYL2oerGyIPlwVdmA,ChuchoteThaiBistro & Desserts,"['Thai', 'Food', 'Restaurants', 'Desserts']",5.0
H2mDO9cvF-WLvyZexCyvZw,Andre's,"['French', 'Restaurants']",4.0
xHEqgRS_p8ZE8GTgcJc2Hg,Jack in the Box,"['Restaurants', 'Burgers', 'Fast Food']",2.0
BIbjBxoiJLS8CnNsSP64TQ,360 Gourmet Burrito,"['Restaurants', 'Mexican']",1.5
A5Rkh7UymKm0_Rxm9K2PJw,Yard House,"['Wine Bars', 'Beer Bar', 'Restaurants', 'Sports Bars', 'Asian Fusion', 'Cocktail Bars', 'Bars', 'American (Traditional)', 'Vegetarian', 'American (New)', 'Seafood', 'Nightlife', 'Steakhouses']",4.0
f-4N8MXGy_ifyGtfZrh6SQ,Popeyes Louisiana Kitchen,"['Restaurants', 'Chicken Wings', 'Fast Food']",3.5
qRhxldX3lnOMJUNlytYvfQ,Applebee's,"['Steakhouses', 'Nightlife', 'Burgers', 'Restaurants', 'Bars', 'Sports Bars', 'American (Traditional)', 'American (New)']",2.5
Zd9Vav56GNFv2vKxh17WEw,360 Gourmet Burrito,"['Restaurants', 'Mexican', 'Fast Food']",1.5
VVvJ9tX9uwl07GRnVIX5SA,High Roller Deli,"['Delis', 'Restaurants', 'Italian']",4.0
TspQ9jCczz436RiJHJQYZw,Fresh Kabob,"['Restaurants', 'Mediterranean']",4.0
bIkFvvNaJEF3Io50VPQueg,Big Dragon Chinese Cuisine,"['Kosher', 'Chinese', 'Restaurants']",3.0
gtffarZ2Y_rLfCegMg-nqw,Chipotle Mexican Grill,"['Mexican', 'Restaurants', 'Fast Food']",3.0
C9ImzBi5fn742ZcAYDww2A,Rise & Shine - A Steak & Egg Place,"['Restaurants', 'American (Traditional)', 'Food', 'Breakfast & Brunch', 'Grocery', 'Steakhouses']",4.0
tybTvXOgkOjeXMFbLcSYJA,Cafe Diem,"['American (Traditional)', 'Breakfast & Brunch', 'Restaurants']",4.0
ZxTdfZ0No_6Hx-184p22Rg,Asían Fresh,"['Asian Fusion', 'Restaurants']",3.0
eUuKXhloFVHdQsLdodcLbw,Parsley Modern Mediterranean,"['Vegetarian', 'Restaurants', 'Mediterranean', 'Vegan']",4.0
UUGoM4q4i8rK2CBRS0xDAw,Jean Philippe Patisserie,"['Cafes', 'Restaurants', 'Coffee & Tea', 'Food', 'Desserts']",4.0
P7pxQFqr7yBKMMI2J51udw,Holsteins Shakes and Buns,"['Burgers', 'American (Traditional)', 'Restaurants', 'Bars', 'Nightlife', 'American (New)']",4.0
iiVeHbqOWMuKeUQz7ks71A,Golden China Chinese Cuisine,"['Restaurants', 'Chinese']",3.5
qKys2eEhVt5A7NUYMn7o7Q,Burger Lounge,"['American (New)', 'Restaurants', 'Burgers']",3.5
YF4QJ_j-PM7cMZja6K1MwQ,Encore Beach Club,"['Active Life', 'Arts & Entertainment', 'Music Venues', 'Swimming Pools', 'Restaurants', 'Dance Clubs', 'Nightlife']",4.0
zkhBU5qW_zCy0q4OEtIrsA,Todai Restaurant,"['Japanese', 'Restaurants', 'Buffets']",3.5
6Na0jTJjX5GQY_ZJ53G02A,Verrazano Pizza,"['Pizza', 'Restaurants']",4.0
sfzX4Ndds39mhS-Chr2lJw,Don Antonio's Pizzeria,"['Italian', 'Pizza', 'Restaurants']",3.5
QyyDWCG4Z7z6fHYFPQVFnw,Del Taco,"['Mexican', 'Restaurants']",3.0
QS7_BPmaBNvznOMhcVBemg,Silk Road Asian Bistro,"['Chinese', 'Vietnamese', 'Restaurants', 'Barbeque', 'Japanese', 'Ramen']",3.0
xqoBJepL-cB-M_6Di1Sdjw,Pan Asian Express,"['Restaurants', 'Pan Asian', 'Chinese']",1.0
k73FsZGTp2raTD5BA346sg,Carl's Jr.,"['Restaurants', 'Burgers', 'Fast Food']",2.0
WshwlvpuxGRjivC-J7RLcA,Bistro 24,"['Restaurants', 'American (Traditional)']",2.5
rdZ6xVABSoOVeAIiCaEj4w,Brian's Beach Sushi,"['Restaurants', 'Sushi Bars']",3.5
kICgNgVRkIh4doz0atyMMA,Hakkasan Restaurant,"['Chinese', 'American (Traditional)', 'Restaurants', 'Nightlife', 'Lounges', 'Dim Sum', 'Bars', 'American (New)', 'Dance Clubs', 'Cantonese']",4.0
mU3vlAVzTxgmZUu6F4XixA,Momofuku Las Vegas,"['American (New)', 'Restaurants']",4.0
3QzPhQ3ltbon0-1gC7Q18Q,Beer Garden,"['Pubs', 'Restaurants', 'Beer', 'Wine & Spirits', 'Pizza', 'Specialty Food', 'Bars', 'Food', 'Nightlife']",4.0
RHplLLE7fIkNqri3_B22LQ,Subway,"['Restaurants', 'Sandwiches', 'Fast Food']",3.5
COq9tlt6lPGUiMbEpHmv_w,Hot Dog On A Stick,"['Hot Dogs', 'Restaurants', 'Fast Food']",4.0
_-VLl6JjZ7av3MwzjpHilQ,Ichi Màs Truck,"['Street Vendors', 'Restaurants', 'Food Stands', 'Food']",4.0
pyqnGlIfP9Zw8LLxBjyAiA,Nobu,"['Sushi Bars', 'Japanese', 'Restaurants']",4.0
1UdRVfBlE3unETOu7BDCvw,Nagoya Japanese Restaurant & Korean BBQ,"['Sushi Bars', 'Korean', 'Restaurants', 'Japanese']",3.0
_Kd0kQ8RF70hJ1ykLqCRyQ,Cafe Rio,"['Mexican', 'Restaurants']",3.5
k-3nsmnnq4cnUutgOVEjaQ,Pizzarelli,"['Pizza', 'Restaurants', 'Cheesesteaks', 'Chicken Wings']",3.0
RU3PsG2y_eGBFi_8jDqyQA,China A Go Go,"['Fast Food', 'Restaurants', 'Szechuan', 'Chinese']",3.5
Ic3YMUPg_DCNpp4y3B-2bw,KFC,"['Restaurants', 'Fast Food', 'Chicken Wings']",1.5
eBtEx6IQsQDoIDJXTDKdXA,Arby's Roast Beef Sandwich Restaurants,"['Sandwiches', 'Restaurants', 'Fast Food']",2.5
v8KJxkaqdahn90r7chXQZg,Suki Hana,"['Japanese', 'Restaurants']",2.5
